name,sku,category,price,qty,image,images,video,description,featured
"Red, Bright, and Blue",fwsm-443,500 Gram,135.00,999,https://fireworkssupermarket.com/wp-content/uploads/2996-Red-Bright-and-Blue.png,,https://player.vimeo.com/video/265637066,"Rapid shots of red and white comets to whistles, reports, and crackling. SUPER LONG LASTING! 660 shots",
Shock and Awe,fwsm-1233,500 Gram,69.99,999,https://fireworkssupermarket.com/wp-content/uploads/2988-Shock-and-Awe.png,,https://player.vimeo.com/video/265637632,"Huge brocade crown with white glitter, brocade crown with blue stars, brocade crown with green glitter, brocade crown with red peony, brocade crown with purple peony and brocade crown with red glitter. 9 Shots",
Off the Charts,fwsm-572,500 Gram,199.99,999,https://fireworkssupermarket.com/wp-content/uploads/2992-Off-the-Charts.png,,https://player.vimeo.com/video/265636006,"Comets of red, green, yellow, and blue fly Off the Charts into a valley of green and silver bursts alternating with whistling comets. Finishes with a volley finale of huge colored glitter willows. 192 Shots",
And the Crowd Goes Wild,fwsm-570,500 Gram,139.99,999,https://fireworkssupermarket.com/wp-content/uploads/2989-And-the-Crowd-Goes-Wild.png,,https://player.vimeo.com/video/264319791,"Rows of red, white, and blue comets are sequentially shot in rapid fire back and forth with a spectacular finale of HUGE red, white, and blue bursts. Angled-Zipper Cake. 153 Shots",
Too Hot To Handle,fwsm-489,500 Gram,129.99,999,https://fireworkssupermarket.com/wp-content/uploads/2991-Too-Hot-to-Handle.png,,https://player.vimeo.com/video/265638680,"This cake makes a spectacular shimmering golden mine curtain topped off with brilliant blue stars that zip back and forth. Then for a finale, it fills the sky with gigantic brilliant blue bursts! 35 Shots",
Saturday Night Special,fwsm-1227,500 Gram,65.00,999,https://fireworkssupermarket.com/wp-content/uploads/2981-Saturday-Night-Special.png,,https://player.vimeo.com/video/265637519,"Six shots of white, green, and red comets; white, green, and red comet tails burst into white, green, and red bouquets, then gold and silver flying fish turning into silver spinners and whistling tails with reports. 36 Shots",
Time Bomb,fwsm-1225,500 Gram,75.00,999,https://fireworkssupermarket.com/wp-content/uploads/2980-Time-Bomb.png,,https://player.vimeo.com/video/196506498,Gigantic silver chrysanthemum bursts plus color wave. Then 4 shots to red stars with silver palm centers. Then 3 shots of green stars with red palm centers. Repeating several times. 11 Shots,
Cosmic Collision,fwsm-466,500 Gram,39.99,999,https://fireworkssupermarket.com/wp-content/uploads/2977-Cosmic-Collision.png,,https://player.vimeo.com/video/264322119,"Beautiful crackling silver mines with multi-color pearls on top; red and green pearls, silver pearls, yellow and blue pearls. Followed by a wall of 4 giant, loud crackling, glittering mines, and the most vivid multi-colored pearls. Repeating. 16 Shots",
Heavy Artillery,fwsm-395,Reloadables,250.00,999,https://fireworkssupermarket.com/wp-content/uploads/2969-Heavy-Artillery.png,,https://player.vimeo.com/video/265768979,The Ultimate Reloadable! A combination of 24 totally different effect canister shells and 24 double-break shells with HUGE bursts! 48 Shots,
This is America,fwsm-393,Reloadables,299.99,999,https://fireworkssupermarket.com/wp-content/uploads/2971-This-is-America.png,,https://player.vimeo.com/video/265769336,A fantastic eye catching product with 12 Spectacular Single Break Shells; 18 Action-Packed Double Break Shells; 12 Explosive Triple Break Shells; 18 Power-Packed Canister Shells! 60 Shots,
Flash Bombs,fwsm-381,Reloadables,119.99,999,https://fireworkssupermarket.com/wp-content/uploads/2972-FlashBombs.png,,https://player.vimeo.com/video/265768877,An assortment of totally different canister effects that make HUGE bursts in the sky! 24 Shots,
Dirty Dozen,fwsm-379,Reloadables,49.99,999,https://fireworkssupermarket.com/wp-content/uploads/2963-Dirty-Dozen.png,,https://player.vimeo.com/video/265768694,"These canister shells are bigger than ever! Assorted canister shells explode into huge, LOUD colorful bursts! 12 Shots",
Bad Bombs,fwsm-364,Reloadables,44.99,999,https://fireworkssupermarket.com/wp-content/uploads/2966-Bad-Bombs.png,,https://player.vimeo.com/video/265768351,"Each 1 3/4"" ball has a different special effect that shoots into the sky and explodes into huge LOUD colorful bursts. 12 Shots",
Bullet Bombs,fwsm-362,Reloadables,49.99,999,https://fireworkssupermarket.com/wp-content/uploads/2965-Bullet-Bombs.png,,https://player.vimeo.com/video/265768641,Each Bullet Bomb shell shoots a different effect skyward and burst into huge an array of colors and effects! 12 Shots,
"Barely Legal 5"" Shells",fwsm-243,Reloadables,150.00,999,https://fireworkssupermarket.com/wp-content/uploads/2968-Barely-Legal.png,,https://player.vimeo.com/video/321862570,"Some of the most recognizable shells on the market. These enormous 5"" canister shells provide the biggest, loudest, highest, and most colorful breaks you've ever seen. 24 Shots",
Bombs Away Quad Banger,fwsm-1222,Reloadables,59.99,999,https://fireworkssupermarket.com/wp-content/uploads/2962-Bombs-Away-Quad-Banger.png,,https://player.vimeo.com/video/265768462,Each shell includes 4 totally different effects that separate in the sky to different points before bursting into a multitude of color and LOUD reports. 6 Shots,
Bombs Away Triple Banger,fwsm-1220,Reloadables,54.99,999,https://fireworkssupermarket.com/wp-content/uploads/2961-Bombs-Away-Triple-Banger.png,,https://player.vimeo.com/video/265768528,Each shell is triple the show with 3 totally different effects that separate in the sky to different points before bursting into a multitude of color and loud reports. 6 Shots,
Bombs Bursting in Air,fwsm-377,Reloadables,29.99,999,https://fireworkssupermarket.com/wp-content/uploads/2960-Bombs-Bursting-in-Air.png,,https://player.vimeo.com/video/265768586,These are assorted special effect canisters with HUGE BURSTS in the sky! 6 Shots,
Big Bad Bangers,fwsm-281,Reloadables,39.99,999,https://fireworkssupermarket.com/wp-content/uploads/2959-Big-Bad-Bangers-Wrap-scaled.png,,https://player.vimeo.com/video/265768405,We put these huge shells in a six-pack so ALL customers can see the very best! 6 Shots,
Elite 8,fwsm-279,Reloadables,44.99,999,https://fireworkssupermarket.com/wp-content/uploads/2958-Elite-8.png,,https://player.vimeo.com/video/265768734,The bursts from these Super Shells are GIGANTIC! Spectacular color combinations make these Super Shells the ultimate in reloadables. 8 Shots,
Red Rascals,fwsm-375,Reloadables,5.99,999,https://fireworkssupermarket.com/wp-content/uploads/2942-Red-Rascals.png,,https://player.vimeo.com/video/699075623,Reloadable red crackers that go up approximately 25 &#8211; 30 feet before exploding. 6 Shots,
12 Shot &#8220;mini&#8221; Artillery,fwsm-360,Reloadables,10.99,999,https://fireworkssupermarket.com/wp-content/uploads/2941-12-Shot-Artillery-Shell.png,,https://player.vimeo.com/video/699073544,&#8220;Mini&#8221; Assorted Artillery Shells that go up approximately 25-40 feet before breaking into colored star bursts. 12 Shots,
Space Monkey,fwsm-1218,200 Gram,19.99,999,https://fireworkssupermarket.com/wp-content/uploads/2936-Space-Monkey.png,,https://player.vimeo.com/video/265669550,"Whistling tails with blue and silver chrysanthemums turning into glitter followed by crackling tails to multi-colored chrysanthemums, then time rain willow and green glitter, loud whistling, and chrysanthemums. 18 Shots",
Pure Party,fwsm-1216,200 Gram,32.00,999,https://fireworkssupermarket.com/wp-content/uploads/2927-Pure-Party.png,,https://player.vimeo.com/video/265666579,HUGE gold sparkling spider bursts dissipating into strobing and crackling stars. 19 Shots,
Above and Beyond,fwsm-464,200 Gram,26.99,999,https://fireworkssupermarket.com/wp-content/uploads/2937-Above-and-Beyond.png,,https://player.vimeo.com/video/325319785,"Layered silver fish mine to blue then to a huge burst of sea blue, red, yellow, and silver glitter. 19 Shots",
Artillery Shells,fwsm-373,Reloadables,12.00,999,https://fireworkssupermarket.com/wp-content/uploads/2940-Artillery-Shells.png,,https://player.vimeo.com/video/265768291,"Reloadable display shells with big, exploding shells of purple wave; green wave; brocade to blue; brocade to red; orange with white glitter, and lemon with green glitter! 6 Shots",
Festival Balls,fwsm-371,Reloadables,12.00,999,https://fireworkssupermarket.com/wp-content/uploads/2939-Festival-Balls-scaled.png,,https://player.vimeo.com/video/265768787,"Reloadable tube with assorted shells which explode into a beautiful, colored floral bursts! 6 Shots",
One Wild Ride,fwsm-568,200 Gram,54.99,999,https://fireworkssupermarket.com/wp-content/uploads/2924-One-Wild-Ride.png,,https://player.vimeo.com/video/265664377,It's one wild ride with this 200 gram whistling snake zipper cake! Ends with a finale of huge blue burst with gleaming gold glitter! 87 Shots,
Fast and Furious,fwsm-566,200 Gram,54.99,999,https://fireworkssupermarket.com/wp-content/uploads/2923-Fast-and-Furious.png,,https://player.vimeo.com/video/265657035,"It's rapid-fire action. Purple, green, time rain, and blue tail to color peonies. 87 shots",
Dirty Dancing in the Sky,fwsm-421,500 Gram,49.99,999,https://fireworkssupermarket.com/wp-content/uploads/2921-Dirty-Dancing-in-the-Sky.png,,https://player.vimeo.com/video/265656296,Huge LOUD alternating bursts of red and grass green to white glitter; sky blue and grass green to white glitter and huge bursts of colored dahlia to white glitter. 7 Shots,
Whack Job,fwsm-419,500 Gram,49.99,999,https://fireworkssupermarket.com/wp-content/uploads/2920-Whack-Job.png,,https://player.vimeo.com/video/265671503,"Huge, huge alternating bursts of brocades and silver chrysanthemums with crackling flowers. 7 Shots",
X-Factor,fwsm-295,200 Gram,49.99,999,https://fireworkssupermarket.com/wp-content/uploads/2925-X-Factor.png,,https://player.vimeo.com/video/265672183,"These HUGE bursts fill the sky as they come rocketing out of both angles of the &#8220;X&#8221;. The spectacular effects include red, blue, green, and gold tail to stars and crackling flowers. 18 Shots",
X-treme Aerial,fwsm-1214,200 Gram,19.99,999,https://fireworkssupermarket.com/wp-content/uploads/2917-X-treme-Aerial.png,,,"Alternating shots of red palm with time rain, green palm with time rain, purple palm with time rain, and yellow palm with time rain! 16 Shots",
Jump Jive and Jam,fwsm-1212,200 Gram,17.99,999,https://fireworkssupermarket.com/wp-content/uploads/2899-Jump-Jive-and-Jam.png,,https://player.vimeo.com/video/325778832,An array of brilliant gold and silver crackling comets rise high in the sky before bursting into a loud crackling barrage. The shots speed up until you have several in the sky at once with loud bursts everywhere! 102 Shots,
Rapid Rampage,fwsm-564,200 Gram,44.99,999,https://fireworkssupermarket.com/wp-content/uploads/2907-Rapid-Rampage.png,,https://player.vimeo.com/video/265667646,"Red, Green, Yellow, White, and Purple tails shoot back and forth before breaking into bursts; Red and blue plus white glitter; turquoise and deep purple plus gold glitter; white spicate flower plus green and purple and orange and yellow. 44 Shots",
Dirty Duck,fwsm-358,200 Gram,39.99,999,https://fireworkssupermarket.com/wp-content/uploads/2902-Dirty-Duck.png,,https://player.vimeo.com/video/300534096,"Huge bursts of titanium gold coconut and blue or purple stars with white, red, and green glitter; White glitter mine to red, green, and purple comets; Brocade and chrysanthemums. 42 Shots",
Wow,fwsm-293,200 Gram,34.99,999,https://fireworkssupermarket.com/wp-content/uploads/2913-Wow.png,,https://player.vimeo.com/video/265671975,"An angled cake of silver comets explode into an array of multi-colored strobing dahlias, palms, and time rain bursts. 18 Shots",
Tombstone,fwsm-1210,200 Gram,32.00,999,https://fireworkssupermarket.com/wp-content/uploads/2898-Tombstone.png,,https://player.vimeo.com/video/249837883,"Huge shots of chicken blood red, lemon, turquoise, purple with gigantic brocades to red with white glitter and green to white glitter. 9 Shots",
Color Me America,fwsm-1208,200 Gram,15.99,999,https://fireworkssupermarket.com/wp-content/uploads/2894-Color-Me-America.png,,https://player.vimeo.com/video/265655669,Celebrate America with this great item! Huge patriotic bursts of red&#8230;white&#8230;blue America with a 4 shot volley at the end. 20 Shots,
Magic Show,fwsm-1206,200 Gram,14.50,999,https://fireworkssupermarket.com/wp-content/uploads/2893-Magic-Show.png,,https://player.vimeo.com/video/265662073,"Magical shots of a crackling tail to red star with crackling, green stars with crackling, and white glitter with crackling. 10 Shots",
Incredible 200g,fwsm-1205,200 Gram,0.00,999,,,https://player.vimeo.com/video/265659644,Gigantic alternating bursts of brocades and white glitter fill the sky! 10 shots,
Twitter Glitter &#8211; Giant,fwsm-1203,200 Gram,0.00,999,https://fireworkssupermarket.com/wp-content/uploads/2890-Giant-Twitter-Glitter.png,,,Multi-colored fountain ending with a multi-effect.,
Night Moves,fwsm-1199,200 Gram,28.50,999,https://fireworkssupermarket.com/wp-content/uploads/2887-Night-Moves.png,,https://player.vimeo.com/video/265663657,"Brocade crown with red and blue; red, purple, and yellow wave with green glitter. Ending with 3 huge shots of red, yellow, sea blue, and white glitter. 18 Shots",
Pyro Splash,fwsm-1197,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2884-Pyro-Splash.png,,https://player.vimeo.com/video/265667111,"Shots of SPECTACULAR gold willow bursts with alternating color tips of red, green, and blue. 16 Shots",
Fireworks Supermarket,fwsm-1196,500 Gram,39.99,999,https://fireworkssupermarket.com/wp-content/uploads/2883-Fireworks-Supermarket.png,,https://player.vimeo.com/video/265657639,It's time to WOW! Huge loud bursts of brocade to red with white glitter; brocade to green with red glitter; brocade to blue with green glitter. Ending with a volley of 3 huge loud bursts of special white brocade. 7 Shots,
Oh SNAP!,fwsm-507,200 Gram,24.99,999,https://fireworkssupermarket.com/wp-content/uploads/art-snap-1.png,,https://player.vimeo.com/video/1020263001,Oh SNAP! These shots are an incredible array of colored chrysanthemums that fill the sky! 16 Shots,
Kracklin’ Kitty,fwsm-3606,Fountains,16.50,999,https://fireworkssupermarket.com/wp-content/uploads/kracklin-kitty-1.png,,,"A purr-fectly dazzling feline fountain! This kitty comes alive with gold pop flowers, red and green sparks, and an enchanting red and green magical finale",
Happy Birthday America!,fwsm-3604,500 Gram,250.00,999,https://fireworkssupermarket.com/wp-content/uploads/happy-birthday-america-1.png,,https://player.vimeo.com/video/1022660306,Celebrate America with this enormous set of three 500 gram aerial cakes that when fired together give you a patriotic non-stop show of brocade tails and pearls breaking in reds and blues. 108 Shots,
Funky Fog,fwsm-3600,Novelties,15.99,999,https://fireworkssupermarket.com/wp-content/uploads/funky-fog-1.png,,https://player.vimeo.com/video/1036114978,"These red, white, blue, orange, green, and purple smoke sticks are a great way to enhance your celebrations!",
Amp'd Up,fwsm-1194,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2871-Ampd-Up-1.png,,https://player.vimeo.com/video/265653914,Huge bursts of sky blue and red with white glitter; then purple and green with white glitter; then shots of red and yellow with white glitter; ending with bursts of sky blue and lemon with white glitter. 16 Shots,
Moon Chaser,fwsm-1192,200 Gram,24.99,999,https://fireworkssupermarket.com/wp-content/uploads/2870-Moon-Chaser.png,,https://player.vimeo.com/video/265662765,"Red and green palms with white glitter alternating with purple palms with white glitter. The last three moon chasers are red, green, and blue palms with silver chrysanthemums. 10 Shots",
Perfect Temptation,fwsm-1190,200 Gram,29.99,999,https://fireworkssupermarket.com/wp-content/uploads/2869-Perfect-Temptation.png,,https://player.vimeo.com/video/191823302,"Alternating pink, light blue, and white strobe; pink and white strobe; pink, light green, and white strobe. 12 Shots",
Oklahoma Kicker,fwsm-1188,200 Gram,19.99,999,https://fireworkssupermarket.com/wp-content/uploads/2857-Oklahoma-Kicker.png,,https://player.vimeo.com/video/699207629,This multi-effect that alternates huge loud bursts of red and white with a four-shot volley at the end. 16 Shots.,
Missouri Kicker,fwsm-1186,200 Gram,19.99,999,https://fireworkssupermarket.com/wp-content/uploads/2855-Missouri-Kicker.png,,,Show your school pride with this multi-effect that has huge loud bursts of gold glitter with a four-shot finale at the end! 16 Shots,
Arkansas Kicker,fwsm-1184,200 Gram,19.99,999,https://fireworkssupermarket.com/wp-content/uploads/2851-Arkansas-Kicker-scaled.png,,https://player.vimeo.com/video/699207561,This multi-effect includes huge loud bursts of red and white with a four-shot finale at the end. 16 Shots,
Sky Rumble,fwsm-1182,200 Gram,24.99,999,https://fireworkssupermarket.com/wp-content/uploads/2850-Sky-Rumble.png,,https://player.vimeo.com/video/243922795,Gold willow mine to blue dahlia and sea blue dahlia and bright gold strobing tail to purple dahlia and pink dahlia with bright gold strobe. Then gold strobing mine to teal and peach with bright white strobe. 9 Shots,
Space Invaders,fwsm-1180,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2846-Space-Invaders.png,,https://player.vimeo.com/video/300538420,"Giant glittering shots that are Out Of This World! Willows with grass green, peach, and blue with gold glitter. 25 Shots",
Fireworks Fiesta,fwsm-562,200 Gram,28.00,999,https://fireworkssupermarket.com/wp-content/uploads/2847-Fireworks-Fiesta.png,,https://player.vimeo.com/video/427488854,"Party the night away with these shimmering comets, colorful mines, and crackling tails. 96 Shots",
Funky Pirate,fwsm-291,200 Gram,29.99,999,https://fireworkssupermarket.com/wp-content/uploads/2849-Funky-Pirate.png,,https://player.vimeo.com/video/243741244,This angled cake whistles to turquoise and crackling bursts. Purple star and silver chrysanthemum. Turquoise star and silver chrysanthemum. 25 Shots,
Outrageous,fwsm-289,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2848-Outrageous.png,,https://player.vimeo.com/video/417353432,Red crackling tail. Red tail to deep red/blue star with crackles. Red tail to a turquoise and purple star with silver chrysanthemum. 24 Shots,
Burnout,fwsm-1178,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2845-Burnout.png,,https://player.vimeo.com/video/300395198,Red tail to big alternating bursts with loud crackling; Brocade with white glitter; Brocade with green glitter; Brocade with loud crackles. 24 Shots,
Sonic Boomers,fwsm-1176,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2842-Sonic-Boomers.png,,https://player.vimeo.com/video/265669140,"Huge bursts of red wave, green wave, gold wave, and silver wave with crackling that explode into the sky! Then it ends with a spectacular 4 shot volley that fills the sky! 16 Shots",
Bullet Clusters,fwsm-1174,200 Gram,17.99,999,https://fireworkssupermarket.com/wp-content/uploads/2841-Bullet-Clusters.png,,https://player.vimeo.com/video/265655112,"Big, big bursts of crackling tail to red and green star plus gold coconut; crackling star with blue coconut! 10 Shots",
Seek and Destroy,fwsm-1172,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2838-Seek-and-Destroy.png,,https://player.vimeo.com/video/265668079,A barrage of scrambling comets; Red tails to red moving comets; Blue tails to red moving comets; Green tails to red moving comets; Ending with a 4 shot volley of darting scrambling comets. 25 Shots,
Heat Lightning,fwsm-417,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2836-Heat-Lightning.png,,https://player.vimeo.com/video/265659047,The huge flashing bursts of special white glitter hang in the sky forever as they are accompanied by loud crashing bursts of crackling silver chrysanthemum. 16 Shots,
Breaking Point,fwsm-1170,200 Gram,0.00,999,https://fireworkssupermarket.com/wp-content/uploads/2834-Breaking-Point.png,,https://player.vimeo.com/video/265654930,Red tail to big turquoise bursts with red stars; Blue tail to big bursts of turquoise with silver fish; Green tail to big bursts of turquoise with green stars. 25 Shots,
Jungle Nights,fwsm-1168,200 Gram,24.00,999,https://fireworkssupermarket.com/wp-content/uploads/2832-Jungle-Nights.png,,https://player.vimeo.com/video/265660557,Huge alternating bursts of red coconut with white glitter; brocades with green glitter; huge bursts of silver chrysanthemum. 7 Shots,
It's a Hoot,fwsm-1166,200 Gram,15.99,999,https://fireworkssupermarket.com/wp-content/uploads/2828-Its-a-Hoot.png,,https://player.vimeo.com/video/265659967,"This one's loaded with spectacular colors! Red tail to huge bursts of red, green and yellow with white glitter alternating with green tail to huge bursts of red, green and yellow with silver chrysanthemum. 10 Shots",
Fireworks Wide Open,fwsm-1164,200 Gram,18.00,999,https://fireworkssupermarket.com/wp-content/uploads/2826-Fireworks-Wide-Open.png,,https://player.vimeo.com/video/265657802,"Huge color double burst that change from red to green, blue to silver, silver to red and yellow to blue in the sky before your very eyes! 16 Shots",
Tennessee Kicker,fwsm-1162,200 Gram,19.99,999,https://fireworkssupermarket.com/wp-content/uploads/2824-Tennessee-Kicker.png,,https://player.vimeo.com/video/265669761,Huge loud bursts of orange and white with a four-shot finale at the end! Just like Neyland Stadium after a Tennessee touchdown! 16 Shots,
Red Hot and Blue,fwsm-1160,200 Gram,19.99,999,https://fireworkssupermarket.com/wp-content/uploads/2823-Red-Hot-and-Blue.png,,https://player.vimeo.com/video/265667835,"Huge bursts of red, blue and silver crackling stars. The bursts get faster and faster until you have several huge burst in the sky at the same time for the finale! 25 Shots",
Close Encounter,fwsm-1156,200 Gram,28.00,999,https://fireworkssupermarket.com/wp-content/uploads/2821-Close-Encounter.png,,https://player.vimeo.com/video/265655474,"Huge bursts of sky blue with white glitter; Purple and orange with white glitter; Purple and lemon with white glitter; And 3 shot finale of sky blue, red and white glitter. 10 Shots",
Neon Rainbow,fwsm-1154,200 Gram,13.99,999,https://fireworkssupermarket.com/wp-content/uploads/2816-Neon-rainbow.png,,https://player.vimeo.com/video/265663196,Huge shots of amazing color combos! Dahlias finishing with a glittering four-shot volley. 16 Shots,
Wild n' Crazy,fwsm-1152,200 Gram,14.50,999,https://fireworkssupermarket.com/wp-content/uploads/2815-Wild-n-Crazy.png,,https://player.vimeo.com/video/265671749,Screamin' silver snakes shoot skyward bursting into whirlwinds with multi-colored centers! 10 Shots,
Purple Haze,fwsm-1150,200 Gram,14.50,999,https://fireworkssupermarket.com/wp-content/uploads/2814-Purple-Haze.png,,https://player.vimeo.com/video/265666843,Alternating time rain tail to purple with white glitter and purple with time rain finishing with a 4-shot volley! 16 Shots,
Dragons Fire,fwsm-1148,200 Gram,9.99,999,https://fireworkssupermarket.com/wp-content/uploads/2811-Dragons-Fire-1.png,,https://player.vimeo.com/video/265656465,Massive gold comets shoot skyward erupting into a barrage of crackling dragon eggs. 19 Shots,
Get Wrecked,fwsm-1146,200 Gram,25.99,999,https://fireworkssupermarket.com/wp-content/uploads/2808-Get-Wrecked.png,,https://player.vimeo.com/video/800677408,"Prepare to wreck the whole neighborhood! Alternating red, green, white, and gold glitter willow bursts. 16 Shots",
I Heart America,fwsm-1144,200 Gram,22.99,999,https://fireworkssupermarket.com/wp-content/uploads/2807-I-Heart-America.png,,https://player.vimeo.com/video/799911197,"Celebrate America with these beautiful combinations of vivid color with white glitter, and star bursts with crackles. 16 shots",
Twisted Minds,fwsm-287,200 Gram,25.99,999,https://fireworkssupermarket.com/wp-content/uploads/2809-Twisted-Minds.png,,https://player.vimeo.com/video/800927613,"This 200-gram does it all! Deep purple, brilliant colorful bursts, crackles, whistles, and tails end with a fan-shot final. 37 Shots",
Friki Tiki,fwsm-1142,200 Gram,28.00,999,https://fireworkssupermarket.com/wp-content/uploads/2804-Friki-Tiki.png,,https://player.vimeo.com/video/377175204,"These Friki little shots of glittering whistles burst in the sky into chrysanthemum crackles displaying flaming colors of purple, turquoise, gold, red, and lemon. 36 shots",
Gettin' Nutty,fwsm-1140,200 Gram,28.00,999,https://fireworkssupermarket.com/wp-content/uploads/2803-Gettin-Nutty-1.png,,https://player.vimeo.com/video/376912368,"Crazy shots of brocade crowns with strobes break into fish, strobe, crackling, and amazing falling leaves all with a variety of colors! 19 Shots",
Jaws,fwsm-1136,500 Gram,39.99,999,https://fireworkssupermarket.com/wp-content/uploads/2801-Jaws.png,,https://player.vimeo.com/video/518227570,The massive shots hiding in this cake start with tails and finish with incredible crackling flowers in the spectacular color of purple! 16 Shots,
Luck o' the Irish,fwsm-1134,200 Gram,29.99,999,https://fireworkssupermarket.com/wp-content/uploads/2800-Luck-O-Irish.png,,https://player.vimeo.com/video/516271507,These red and green stars will bring you good luck! Shooting tails to silver brocade finishing with a multi-shot of delayed crackling. 12 Shots,
Dirty Deeds,fwsm-1132,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2799-Dirty-Deeds.png,,https://player.vimeo.com/video/191822215,"Red tail to pink, lemon yellow and white glitter; green tail to pink, orange, yellow and white glitter; blue tail to pink and silver chrysanthemum. 25 Shots",
What a Blast,fwsm-1130,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2798-What-a-Blast.png,,https://player.vimeo.com/video/249837892,"Huge alternating bursts of lemon and purple; Purple and white glitter; Orange and purple; Orange, lemon and green glitter. 16 Shots",
A Shot in The Dark,fwsm-1127,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2797-A-Shot-in-the-Dark.png,,https://player.vimeo.com/video/249837574,Huge alternating shots of shimmering gold; Purple stars with white glitter; Shimmering brocade; Blue stars with white glitter. 11 Shots,
Shoot The Works,fwsm-1125,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2796-Shoot-the-Works-1.png,,https://player.vimeo.com/video/249837818,Alternating bursts of gigantic brocades with lemon stars; Gigantic brocades with purple stars; Gigantic bursts of deep red stars; LOUD CRACKLING; Lots and lots of fish. 25 Shot,
California Illegal,fwsm-1118,200 Gram,11.50,999,https://fireworkssupermarket.com/wp-content/uploads/2788-California-Illegal.png,,https://player.vimeo.com/video/265655309,"Huge bursts of sea blue with red glitter, lemon, and orange with time rain crackle; lemon with green glitter; with a finale of sea blue with crackling. 7 Shots",
Blue,fwsm-407,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2792-Blue.png,,https://player.vimeo.com/video/693641469,"Big, big bursts of turquoise and white glitter. Ending with a four-shot volley that fills the sky! Great for gender reveals! 16 Shots",
Pink,fwsm-405,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2791-Pink.png,,https://player.vimeo.com/video/265666059,Huge dazzling pink bursts with sparkling white glitter and gorgeous pink stars. A fabulous firework for parties and gender reveals. 16 Shots,
Eye Catcher,fwsm-1116,200 Gram,10.99,999,https://fireworkssupermarket.com/wp-content/uploads/2786-Eye-Catcher.png,,https://player.vimeo.com/video/265656678,Big bursts of silver coconut with red glitter; silver coconut with and gold chrysanthemum; brocades with blue star. 7 Shots,
Twist N Shout,fwsm-1114,200 Gram,11.99,999,https://fireworkssupermarket.com/wp-content/uploads/2785-Twist-N-Shout.png,,https://player.vimeo.com/video/265671321,Red tail to big bright bursts of red and yellow with green glitter; Green tail to big bright bursts of green and purple with gold glitter and blue tail to big bright bursts of blue and red glitter. 7 Shots,
Funky Fantasy,fwsm-1113,200 Gram,11.99,999,https://fireworkssupermarket.com/wp-content/uploads/2784-Funky-Fantasy.png,,https://player.vimeo.com/video/265658401,Big bursts of spectacular brocade with green glitter ending with a big finale burst of silver tail to titanium silver chrysanthemum. 7 Shots,
Texas Rattlesnake,fwsm-1110,200 Gram,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/2779-Texas-Rattlesnake.png,,https://player.vimeo.com/video/265669991,"This one takes LOUD crackling bursts to a whole new level! HUGE alternating shots of crackling, crackling flowers, and time rain crackle. 16 Shots",
Party Shots,fwsm-1108,200 Gram,5.50,999,https://fireworkssupermarket.com/wp-content/uploads/2778-Party-Shots.png,,https://player.vimeo.com/video/265664991,"One cake has a crackling mine and the other cake has red, yellow purple, green, silver and blue stars. Each cake 7 Shots",
Sky Candy,fwsm-1106,200 Gram,12.50,999,https://fireworkssupermarket.com/wp-content/uploads/2777-Sky-Candy.png,,https://player.vimeo.com/video/265668746,Red and green tail to big red crossettes with time rain centers alternating with big green crossettes with time rain centers! 7 Shots,
Bahama Mama,fwsm-1104,200 Gram,14.99,999,https://fireworkssupermarket.com/wp-content/uploads/2776-Bahama-Mama.png,,https://player.vimeo.com/video/265654098,Red tail to big bursts of red star time rain; green tail to big bursts of green star time rain; red tail to big bursts of blue time rain crackling flowers. 8 Shots,
Punk Rockers,fwsm-1102,200 Gram,11.50,999,https://fireworkssupermarket.com/wp-content/uploads/2775-Punk-Rockers.png,,https://player.vimeo.com/video/265666280,"Shots of crackling to alternating bursts of red, green, and blue wave with time rain; Alternating with green stars and time rain. 10 Shots",
Magic Crackles,fwsm-1099,200 Gram,11.50,999,https://fireworkssupermarket.com/wp-content/uploads/2774-Magic-Crackles.png,,https://player.vimeo.com/video/265661832,"Seven alternating shots of whistling tail to yellow, green, and purple time rain. 7 Shots",
Serious Spinout,fwsm-1097,200 Gram,14.99,999,https://fireworkssupermarket.com/wp-content/uploads/2773-Serious-Spinout.png,,https://player.vimeo.com/video/265668269,Alternating shots of red tail to whirlwind to yellow and green bursts alternating to big crackling bursts! 8 Shots,
